"Protein.IDs"	"LFQ.intensity.KES1_well1"	"LFQ.intensity.KES2_well5"	"LFQ.intensity.KES3_well9"	"LFQ.intensity.PBS1_well2"	"LFQ.intensity.PBS2_well3"	"LFQ.intensity.PBS3_well4"
"1992"	"MH0370_GL0089964;O2.CD3-0-PT_GL0086250;V1.CD40-0_GL0063634;O2.CD1-0-PT_GL0083701;MH0188_GL0100560;V1.CD50-0_GL0192020;O2.UC30-0_GL0076942;V1.UC53-0_GL0102957;O2.UC46-1_GL0138037;O2.UC26-0_GL0040293;NLM032_GL0047574;MH0422_GL0220001;O2.UC46-1_GL0092787;O2.UC30-1_GL0031588;O2.UC41-1_GL0054042;O2.UC11-2_GL0046668;MH0326_GL0142953;MH0272_GL0091127;T2D-62A_GL0028247;MH0420_GL0090872;V1.FI17_GL0208467;V1.CD21-4_GL0109138;V1.CD7-4_GL0023513;V1.CD3-0-PN_GL0031931;T2D-62A_GL0043921;HT25A_GL0048559;MH0316_GL0147789;MH0188_GL0121679;MH0333_GL0067779;MH0292_GL0122425;MH0006_GL0006005;MH0149_GL0107847"	26399000	0	98840000	92985000	83860000	81731000
"1993"	"MH0370_GL0089966"	29260000	0	154120000	166560000	148910000	134990000
"1994"	"MH0370_GL0090605;V1.CD27-0_GL0022307;T2D-11A_GL0063343;O2.CD1-0-PT_GL0053856;MH0443_GL0013396;MH0011_GL0072236;O2.UC41-1_GL0138883;MH0394_GL0172521;MH0198_GL0016878;DLM007_GL0061110"	0	0	15414000	14115000	16351000	10997000
"1995"	"MH0370_GL0092139;MH0200_GL0014998;MH0415_GL0121951;158337416-stool1_revised_C1240170_1_gene7498;V1.UC54-0_GL0117802;158479027-stool1_revised_C664354_1_gene10379;O2.UC44-0_GL0142194;O2.UC31-0_GL0116674;MH0011_GL0029970"	0	0	0	219360000	186810000	95086000
"1996"	"MH0370_GL0092140;O2.CD3-0-PT_GL0172279;V1.UC63-0_GL0166659;O2.UC17-1_GL0024835"	149140000	124180000	833390000	743110000	846830000	554450000
"1997"	"MH0370_GL0092605;O2.CD3-0-PT_GL0160199;T2D-14A_GL0115226;MH0448_GL0113461;O2.UC30-1_GL0110859"	11532000	19782000	13180000	16992000	14146000	11448000
"1998"	"MH0370_GL0092923;O2.UC41-1_GL0125635;MH0071_GL0008655;V1.UC40-1_GL0072156;V1.UC53-0_GL0079662;T2D-66A_GL0002173;O2.UC30-1_GL0184965"	9764500	8537700	40327000	32411000	26744000	19659000
"1999"	"MH0370_GL0094665;O2.CD3-0-PT_GL0186699"	17546000	8352600	95563000	112800000	123370000	72500000
"2000"	"MH0370_GL0094704;MH0188_GL0088595;O2.CD1-0_GL0116408;MH0457_GL0197992"	0	3831900	9600900	8970700	9537900	9934800
"2001"	"MH0370_GL0096856;MH0448_GL0236440;MH0197_GL0071243;O2.UC18-1_GL0065565;V1.FI05_GL0088459;V1.UC22-1_GL0181700;O2.UC17-1_GL0124066;V1.CD29-0_GL0163561;O2.UC49-0_GL0056122;MH0188_GL0003922;O2.UC48-0_GL0025063;O2.UC11-1_GL0133777;O2.UC20-1_GL0133998;V1.FI04_GL0220074;V1.FI32_GL0048652;V1.UC14-1_GL0099194;V1.UC54-0_GL0038636;V1.FI25_GL0023492;O2.UC9-1_GL0108818;V1.CD43-0_GL0107900;T2D-31A_GL0022379;MH0203_GL0023293"	0	5719200	0	0	0	0
"2002"	"MH0370_GL0099336"	38623000	11381000	262980000	301030000	304680000	313460000
"2003"	"MH0370_GL0100592;O2.CD3-0-PT_GL0074048"	3430800	1097900	56105000	45385000	53442000	39248000
"2004"	"MH0370_GL0102430;O2.UC47-2_GL0002024;O2.CD3-0-PT_GL0180000;O2.UC7-1_GL0138890;MH0212_GL0117616;V1.CD32-0_GL0057339;MH0382_GL0066530"	0	2850200	18263000	19862000	14032000	10010000
"2005"	"MH0370_GL0102431;O2.UC30-1_GL0020008;MH0212_GL0007729;MH0286_GL0137885"	369200000	346420000	805250000	951420000	938650000	864150000
"2006"	"MH0370_GL0103126;MH0423_GL0008252;HT14A_GL0077474"	456380000	197840000	2070800000	2077600000	2133800000	1.723e+09
"2007"	"MH0370_GL0103128"	1819500	0	50520000	49576000	22536000	35839000
"2008"	"MH0370_GL0104704;MH0198_GL0182515"	280870000	169140000	504970000	551400000	562510000	438670000
"2009"	"MH0370_GL0104705"	102340000	49681000	533520000	480730000	507460000	363200000
"2010"	"MH0370_GL0105812;765560005-stool1_revised_scaffold23670_2_gene53094"	1859800000	1012400000	2807200000	2.924e+09	3272500000	2476100000
"2011"	"MH0370_GL0105813;MH0006_GL0048875"	76109000	27090000	460970000	414510000	385340000	351390000
"2012"	"MH0370_GL0105820"	1916200	0	33959000	27499000	17193000	12729000
"2013"	"MH0370_GL0105821"	0	0	9368200	8612500	10755000	7576800
"2014"	"MH0370_GL0106319;O2.UC17-1_GL0077925;MH0433_GL0009573;BGI-33A_GL0018605;V1.FI17_GL0023866;V1.UC26-0_GL0028265;MH0262_GL0017360;V1.FI25_GL0143624;T2D-68A_GL0069209;DLF014_GL0051390;521095.Apar_0962;O2.UC24-2_GL0077454"	256820000	258460000	36867000	36254000	27489000	31126000
"2015"	"MH0370_GL0108209;O2.CD3-0-PT_GL0020921;MH0183_GL0103255"	4051300	0	13433000	9372700	11835000	10235000
"2016"	"MH0370_GL0108314;V1.CD21-0_GL0008257;O2.CD3-0-PT_GL0125592"	23294000	22438000	33983000	33067000	34547000	28086000
"2017"	"MH0370_GL0110018;V1.UC11-0_GL0084666;O2.CD3-0-PT_GL0121987"	0	0	41753000	41881000	53221000	42675000
"2018"	"MH0370_GL0110156;O2.CD3-0-PT_GL0014019"	81314000	57595000	459560000	634400000	512080000	468150000
"2019"	"MH0370_GL0110822;V1.CD32-0_GL0148861;O2.CD3-0-PT_GL0134410;O2.UC41-1_GL0005350;O2.CD1-0-PT_GL0140576;MH0420_GL0079914;V1.UC13-0_GL0017395;V1.CD32-0_GL0176708;O2.UC48-0_GL0096783;MH0113_GL0003859;O2.UC15-2_GL0060297;556261.HMPREF0240_03028;V1.CD3-0-PN_GL0043462;V1.CD54-0_GL0124784;V1.UC54-0_GL0039234;V1.UC27-0_GL0015069;MH0419_GL0162533;V1.CD12-3_GL0006462;DOF008_GL0073884;V1.CD31-0_GL0060693;V1.UC50-1_GL0000429;V1.UC50-1_GL0165891;MH0370_GL0103583;MH0006_GL0093000;O2.UC15-1_GL0052488;O2.UC12-1_GL0168052;MH0047_GL0005247;O2.UC6-2_GL0039297;MH0345_GL0128429;V1.CD31-0_GL0032036;MH0369_GL0063326;V1.UC52-1_GL0040405;MH0006_GL0131402;158499257-stool2_revised_scaffold50135_2_gene33226;MH0437_GL0012462;N064A_GL0037374;MH0193_GL0041705;MH0442_GL0096026"	241550000	108310000	862590000	1436800000	1.21e+09	995800000
"2020"	"MH0370_GL0110825"	0	0	3951600	5963400	4528800	3590100
"2021"	"MH0370_GL0110826;V1.CD8-0-PN_GL0116415"	152680000	87049000	1050700000	1036200000	945050000	767610000
"2022"	"MH0370_GL0110837;V1.CD12-3_GL0002306;O2.UC19-1_GL0069368;O2.UC49-0_GL0124211;O2.UC41-1_GL0159823;V1.CD18-0_GL0000027;O2.UC26-1_GL0029930;O2.CD3-0-PT_GL0100411;V1.UC50-1_GL0078448;V1.UC55-0_GL0159564;O2.UC15-1_GL0118358;O2.CD2-0-PT_GL0073094;MH0336_GL0042037;MH0345_GL0059268;MH0065_GL0011734;V1.UC11-5_GL0120639;T2D-11A_GL0126740;V1.CD46-0_GL0006733;O2.CD3-0-PT_GL0175870;O2.UC16-2_GL0057484;763577454-stool2_revised_scaffold32257_1_gene168101;O2.CD3-0-PT_GL0174359;MH0271_GL0060308;V1.FI17_GL0083016;O2.UC8-1_GL0013264;T2D-48A_GL0123407;V1.UC55-0_GL0048502;V1.FI34_GL0044466;MH0189_GL0028936;O2.UC41-1_GL0090137;O2.UC36-0_GL0077859;MH0389_GL0047039"	0	0	31989000	41345000	37552000	36939000
"2023"	"MH0370_GL0111066;V1.UC54-0_GL0207168;V1.UC54-0_GL0044842;V1.FI12_GL0083991;V1.FI17_GL0212832;MH0271_GL0135626;MH0197_GL0022049;MH0206_GL0231807;MH0222_GL0083462;V1.UC50-1_GL0120310;V1.UC13-0_GL0018900;MH0370_GL0110734;MH0007_GL0031774;MH0417_GL0169993;O2.UC47-1_GL0190840;MH0100_GL0050292;MH0006_GL0022215;MH0047_GL0006376;MH0385_GL0104916;MH0126_GL0020842;V1.UC1-0_GL0077049;159227541-stool3_revised_C737044_1_gene125919;764649650-stool1_revised_C439375_1_gene55004;MH0143_GL0098423;MH0416_GL0177620;O2.UC18-1_GL0024268;HT14A_GL0109821;MH0329_GL0040011;MH0422_GL0217149;MH0193_GL0076546;MH0157_GL0088908;O2.UC50-0_GL0287288;MH0409_GL0142972;MH0222_GL0197208;MH0109_GL0028758"	3.956e+09	1684200000	2.9701e+10	2.7941e+10	3.0508e+10	2.5856e+10
"2024"	"T2D-70A_GL0100596;O2.UC19-1_GL0053380;MH0370_GL0111380"	0	0	6413700	4864200	6507700	5136700
"2025"	"MH0370_GL0112818"	0	0	3368000	3777200	3418400	4224400
"2026"	"MH0370_GL0113979;O2.CD3-0-PT_GL0029497"	33041000	27976000	172190000	210590000	247830000	147760000
"2027"	"MH0370_GL0116012;V1.UC53-0_GL0143017;V1.UC16-0_GL0069082;O2.CD3-0-PT_GL0175940;O2.UC13-1_GL0202927;T2D-66A_GL0113479"	13907000	8663100	32819000	39726000	44410000	23645000
"2028"	"MH0370_GL0116381"	0	0	11769000	11635000	10933000	9306200
"2029"	"MH0370_GL0116785;T2D-62A_GL0044432;V1.UC57-0_GL0060348"	12248000	18203000	28258000	27109000	25063000	20730000
"2030"	"MH0370_GL0116892"	84606000	57770000	368790000	370760000	398760000	277760000
"2031"	"MH0370_GL0116894;O2.CD3-0-PT_GL0133808;V1.FI12_GL0097891;MH0192_GL0016996;MH0071_GL0039948;MH0198_GL0194185;O2.CD1-0-PT_GL0025393;MH0131_GL0076986;MH0006_GL0098674;V1.UC16-0_GL0075570;V1.CD45-0_GL0103146;O2.UC21-2_GL0006796;MH0233_GL0029859;DLM012_GL0040086;V1.UC38-0_GL0099768;O2.UC16-2_GL0002381;V1.UC42-0_GL0152937;MH0275_GL0011966;O2.UC41-1_GL0039269;MH0370_GL0084303;556261.HMPREF0240_01424;V1.CD20-4_GL0030290;V1.UC17-2_GL0087050;V1.UC50-1_GL0188015;T2D-45A_GL0066367;MH0389_GL0086258;O2.CD3-0-PT_GL0036884;V1.CD3-0-PN_GL0128520;MH0101_GL0024446;765074482-stool1_revised_C1260648_1_gene21559;T2D-61A_GL0009016;585501.HMPREF6123_1494;T2D-47A_GL0038126;MH0336_GL0112740;MH0233_GL0119583;V1.CD3-0-PN_GL0069309;MH0373_GL0074369;V1.CD46-0_GL0018381;159227541-stool3_revised_scaffold16113_1_gene18520;MH0373_GL0124904;MH0272_GL0019185;MH0428_GL0094447;MH0130_GL0077345;MH0250_GL0023849"	40106000	31952000	114790000	118700000	122150000	92961000
"2032"	"MH0370_GL0116909"	2543900	11273000	46943000	48700000	52176000	52387000
"2033"	"MH0370_GL0119064;V1.CD28-0_GL0064051"	720260000	280450000	3159500000	3755200000	3892500000	3134700000
"2034"	"MH0370_GL0119697;O2.UC58-2_GL0085182;O2.CD3-0-PT_GL0148158;MH0287_GL0126469;MH0131_GL0006387;O2.UC17-1_GL0005711;V1.UC4-0_GL0008274"	50674000	38468000	135600000	144970000	157460000	116140000
"2035"	"MH0370_GL0119702"	0	0	3199300	3923600	3469800	2606800
"2036"	"MH0370_GL0119720;V1.UC54-0_GL0135482;V1.UC55-0_GL0056038"	12737000	7246400	132930000	192230000	167740000	160530000
"2037"	"V1.CD21-0_GL0048687;MH0370_GL0119721;O2.UC20-1_GL0169528"	35864000	25953000	199240000	184360000	191240000	158850000
"2038"	"MH0370_GL0120719;O2.CD3-0-PT_GL0175932;O2.UC41-1_GL0125653;O2.UC48-0_GL0030990;NOM009_GL0066373;O2.CD1-0-PT_GL0127354;NOM009_GL0086655;763860675-stool1_revised_scaffold29836_1_gene47363"	92638000	21873000	146570000	231530000	129680000	166420000
"2039"	"MH0370_GL0120726"	0	0	6367700	6856500	8468400	6176100
"2040"	"MH0370_GL0120727;O2.CD1-0-PT_GL0127362;O2.UC23-2_GL0061689;O2.UC41-1_GL0125661;MH0420_GL0053333;V1.FI29_GL0046899;O2.UC15-1_GL0087755;V1.UC11-5_GL0080006"	0	3347200	22992000	40010000	36712000	18411000
"2041"	"O2.CD3-0-PT_GL0123504;MH0370_GL0121165"	0	0	1572900	1242200	1305700	0
"2042"	"O2.CD3-0-PT_GL0171089;MH0370_GL0122590;V1.UC25-0_GL0086496;V1.UC54-0_GL0207681;O2.UC23-2_GL0050716;O2.CD1-0-PT_GL0030704;MH0071_GL0034748;MH0198_GL0176801"	0	0	15986000	18199000	15176000	13490000
"2043"	"MH0370_GL0123378"	0	0	1.95e+08	198130000	209880000	209390000
"2044"	"MH0370_GL0123379;DOF006_GL0041945;MH0348_GL0031947"	50634000	13883000	412470000	407130000	349360000	357160000
"2045"	"MH0370_GL0124192"	32418000	17513000	67121000	65214000	61486000	52945000
"2046"	"MH0370_GL0125528;O2.CD3-0-PT_GL0079427;V1.FI17_GL0094661;V1.UC17-2_GL0108036"	76185000	7180200	655690000	554390000	566540000	430700000
"2047"	"MH0370_GL0125706;764143897-stool1_revised_C803374_1_gene81981;MH0239_GL0079426;V1.FI13_GL0152278;MH0198_GL0154166;O2.CD3-0-PT_GL0042545"	34902000	10346000	214120000	257240000	260570000	167920000
"2048"	"MH0370_GL0125707;V1.CD21-0_GL0055019"	0	0	5864100	0	7287800	6460400
"2049"	"MH0370_GL0125710;O2.CD3-0-PT_GL0078931;O2.UC2-1_GL0127713;O2.CD3-0-PT_GL0121649;N056A_GL0053999;O2.UC5-2_GL0002219;MH0062_GL0062249;V1.CD32-0_GL0045389;O2.UC41-1_GL0066481;MH0086_GL0051694;O2.UC23-2_GL0084516;411459.RUMOBE_03372;V1.UC52-1_GL0079938;MH0200_GL0141549;MH0131_GL0103791;MH0198_GL0099533;V1.CD15-3_GL0070828;MH0088_GL0101431;MH0239_GL0093128;V1.UC25-0_GL0077149;V1.CD21-0_GL0017946;SZEY-35A_GL0033420;MH0203_GL0065756;V1.CD46-0_GL0031144;V1.CD54-0_GL0005719;V1.UC55-0_GL0108977;MH0415_GL0161489;V1.CD3-0-PN_GL0002000;MH0390_GL0215364;MH0406_GL0019389;NLF005_GL0065649;MH0433_GL0162758;MH0364_GL0159191;MH0333_GL0043019;V1.UC11-5_GL0059898;O2.UC27-0_GL0133578;MH0454_GL0108612;MH0372_GL0068481;MH0303_GL0017118;MH0143_GL0157661;SZEY-93A_GL0004293;V1.CD34-0_GL0119719;MH0406_GL0141603;MH0419_GL0092041;MH0346_GL0032540;MH0145_GL0099747;V1.UC30-0_GL0073348;O2.UC8-1_GL0171620;O2.UC44-2_GL0123776;MH0378_GL0122666;MH0227_GL0099482;MH0102_GL0070319;MH0067_GL0060118;MH0008_GL0031739;MH0318_GL0003135;MH0080_GL0001891;MH0448_GL0167282;MH0394_GL0099277;MH0276_GL0004184;MH0220_GL0037022;MH0415_GL0108510;MH0357_GL0128244;MH0097_GL0095536;V1.CD6-0-PT_GL0165955;MH0024_GL0036664;T2D-91A_GL0056018;MH0141_GL0101634;MH0011_GL0009551;V1.CD7-0-PN_GL0007048;MH0402_GL0116826;MH0100_GL0093096;158499257-stool1_revised_scaffold21209_1_gene68996;MH0030_GL0009906;MH0013_GL0010112;V1.FI24_GL0128067;MH0406_GL0171535;MH0441_GL0233127;763496533-stool1_revised_C1288641_1_gene140273;MH0392_GL0082458;MH0126_GL0097796"	23324000	27826000	69714000	63088000	61077000	53850000
"2050"	"MH0370_GL0126688"	7839100	9074100	59921000	52109000	53751000	43832000
"2051"	"MH0444_GL0022021;MH0370_GL0128513;O2.CD3-0-PT_GL0071062"	0	0	24488000	22845000	26148000	17459000
"2052"	"MH0370_GL0129254"	6152100	6676600	9523000	10260000	13355000	8399700
"2053"	"MH0370_GL0130762;V1.UC16-0_GL0077182;O2.CD3-0-PT_GL0139640;V1.UC55-0_GL0100600;O2.UC28-2_GL0121871;V1.CD3-0-PN_GL0053035;O2.UC48-0_GL0116444;V1.CD32-0_GL0054080;MH0124_GL0055320;MH0437_GL0200249;MH0197_GL0048729;V1.CD12-3_GL0062287;742723.HMPREF9477_02057;T2D-13A_GL0013324;O2.UC15-2_GL0084638;O2.UC15-0_GL0031410;O2.CD3-0-PT_GL0046046;MH0239_GL0037358;MH0276_GL0246015;MH0457_GL0111410;V1.UC39-0_GL0095138;O2.CD3-0-PT_GL0182091;MH0006_GL0211443;MH0440_GL0100646;O2.UC20-1_GL0109701"	19359000	20833000	112560000	87545000	112130000	69106000
"2054"	"MH0370_GL0133288;MH0239_GL0021442;O2.UC15-1_GL0018618;V1.CD34-0_GL0080230;O2.UC23-2_GL0089863;O2.CD3-0-PT_GL0047239;MH0198_GL0021730;O2.UC8-2_GL0007227;V1.UC54-0_GL0093723;O2.UC30-0_GL0032939;O2.CD1-0-PT_GL0107136;V1.FI28_GL0165673;V1.FI18_GL0025037;O2.UC48-2_GL0035914;V1.UC52-1_GL0159879;V1.UC23-0_GL0034806;V1.CD32-0_GL0148335;O2.UC15-1_GL0067390;O2.UC27-1_GL0114496;MH0341_GL0040972;MH0367_GL0052190;MH0200_GL0097402;O2.UC41-1_GL0116530;V1.UC55-0_GL0248758;O2.UC48-0_GL0260115;763860675-stool1_revised_C1049435_1_gene153656;V1.CD21-0_GL0028142;O2.CD3-0-PT_GL0058633;MH0086_GL0110063;O2.UC43-0_GL0006021;V1.CD17-0_GL0017523;O2.UC27-0_GL0018645;O2.UC49-0_GL0112398"	0	8177900	78108000	41689000	37800000	31536000
"2055"	"MH0370_GL0133999;V1.CD21-0_GL0058637"	16829000	2141700	359990000	361970000	499940000	281700000
"2056"	"MH0370_GL0134169;V1.UC40-1_GL0166114;O2.UC30-1_GL0133746;O2.UC30-0_GL0039245;V1.UC52-1_GL0128112;V1.UC48-0_GL0046374;O2.CD3-0-PT_GL0027813;V1.UC40-1_GL0028096"	1328500000	992330000	3903500000	4020400000	4011400000	3319600000
"2057"	"MH0370_GL0134322"	0	5180100	65395000	63881000	63509000	49618000
"2058"	"MH0370_GL0134326"	427260000	300730000	1339900000	1271500000	1275400000	1115600000
"2059"	"MH0370_GL0135368;V1.CD20-0_GL0119832;O2.UC41-1_GL0066469;MH0006_GL0012660;MH0443_GL0134242;O2.UC48-0_GL0180247;V1.UC54-0_GL0036385;V1.UC36-0_GL0137637;V1.UC13-0_GL0056082;V1.FI11_GL0184593"	24201000	17747000	51476000	44018000	36461000	39351000
"2060"	"MH0370_GL0135458;MH0308_GL0065992"	300340000	316730000	669230000	732320000	627710000	587890000
"2061"	"MH0370_GL0135461;O2.UC48-0_GL0001814;MH0415_GL0013908;MH0011_GL0053538;T2D-97A_GL0080672"	113930000	128570000	251510000	268920000	284540000	191160000
"2062"	"MH0370_GL0135467"	113480000	77115000	416790000	380750000	421970000	385580000
"2063"	"MH0370_GL0135469;O2.UC11-2_GL0004569;O2.UC36-0_GL0075767;O2.UC48-0_GL0047142;V1.FI18_GL0117317;MH0149_GL0130011;V1.UC35-4_GL0043605;MH0343_GL0032537"	10425000	4010100	34037000	28885000	27879000	30112000
"2064"	"MH0370_GL0137993;O2.CD3-0-PT_GL0011345;MH0198_GL0127667;O2.UC41-1_GL0203019;O2.UC43-0_GL0039455;MH0193_GL0189580;MH0086_GL0105315;V1.CD32-0_GL0111135;MH0150_GL0059692;DLM012_GL0013924"	6193800	0	50907000	36160000	37709000	46209000
"2065"	"MH0370_GL0139208;O2.CD3-0-PT_GL0183150;O2.UC48-1_GL0127161"	91147000	84217000	106840000	93556000	95937000	95702000
"2066"	"MH0371_GL0066116;763678604-stool2_revised_scaffold33010_1_gene44804;NOM020_GL0028890"	97051000	118080000	65388000	60734000	65606000	72652000
"2067"	"MH0372_GL0010632"	0	3011500	0	1665300	1805900	0
"2068"	"MH0372_GL0063086;N083A_GL0073308;V1.UC11-5_GL0098373;MH0188_GL0075264;ED15A_GL0043565"	186720000	359100000	77089000	70113000	77780000	85213000
"2069"	"MH0372_GL0063338;MH0382_GL0044433"	12667000	13700000	14665000	34785000	33279000	39941000
"2070"	"MH0372_GL0063591;ED15A_GL0086947"	1911000	0	14491000	10040000	16794000	19661000
"2071"	"MH0372_GL0065244;V1.FI17_GL0167701;T2D-61A_GL0032769;V1.UC4-5_GL0059439;V1.CD7-0-PN_GL0027242;MH0402_GL0053026"	6121000	8248500	8396300	9206700	7516300	9534200
"2072"	"MH0372_GL0094726"	7587300	6266800	7510800	7530300	6405100	6967800
"2073"	"MH0373_GL0068566;V1.UC50-1_GL0088032"	420100000	220570000	432450000	479350000	447080000	474370000
"2074"	"MH0373_GL0151425;159227541-stool3_revised_C738446_1_gene9979"	9269700	7568500	2703400	0	2401200	1997300
"2075"	"MH0373_GL0193462"	0	18276000	11170000	0	0	0
"2076"	"O2.UC9-0_GL0128251;MH0375_GL0078852;V1.CD3-0-PN_GL0120088;V1.UC10-2_GL0021493"	390850000	318260000	749380000	858280000	599320000	860280000
"2077"	"MH0376_GL0143516"	2946400	6417700	0	0	0	0
"2078"	"MH0376_GL0153490"	8884100	10147000	0	0	0	0
"2079"	"MH0377_GL0049996;V1.UC54-0_GL0010819"	0	0	26195000	14376000	21052000	14687000
"2080"	"SZEY-79A_GL0040882;MH0377_GL0053044;O2.UC8-1_GL0122669;MH0420_GL0115727;MH0355_GL0050106;MH0333_GL0109768;MH0100_GL0006671;MH0385_GL0035970;MH0448_GL0223832;MH0393_GL0106005;MH0205_GL0110844;MH0212_GL0003632;MH0271_GL0054385;V1.UC52-1_GL0055473;O2.UC20-1_GL0136834;MH0200_GL0179314;V1.FI33_GL0083982;O2.UC52-0_GL0056039;MH0370_GL0049028;MH0069_GL0054371;T2D-12A_GL0068749;MH0370_GL0013679;V1.CD32-0_GL0156697;DOF008_GL0014957"	0	0	2534700	1557300	1712300	1273300
"2081"	"MH0377_GL0055430;MH0088_GL0061173;SZEY-59A_GL0030794;O2.UC56-0_GL0141078"	0	0	2645500	0	1784200	0
"2082"	"MH0377_GL0078558;MH0025_GL0027351;MH0153_GL0068804"	2306700	7558000	0	2079600	1912600	2570400
"2083"	"MH0377_GL0145269"	3032700	3271000	2543100	2548800	3007300	3179700
"2084"	"MH0377_GL0152345"	94277000	72831000	96048000	109380000	76681000	111350000
"2085"	"MH0377_GL0190174;V1.FI24_GL0127238;MH0436_GL0015066;O2.UC4-2_GL0008966"	0	0	5750600	3281400	3647900	3345000
"2086"	"MH0378_GL0117855"	0	0	1498400	0	0	0
"2087"	"MH0378_GL0119224;MH0386_GL0050427;NOF009_GL0053215;MH0243_GL0066607;V1.CD6-0-PN_GL0064730;O2.UC16-1_GL0107592;MH0283_GL0075475;MH0057_GL0014417;MH0057_GL0014058;MH0047_GL0024701;MH0006_GL0158272;MH0006_GL0142511;MH0006_GL0070487;764002286-stool1_revised_scaffold21431_1_gene15869;MH0126_GL0095296;MH0189_GL0057000;MH0290_GL0138004;MH0261_GL0055947;MH0264_GL0097913"	97029000	68995000	167570000	137530000	146640000	153100000
"2088"	"MH0378_GL0127826"	0	0	0	0	0	6454000
"2089"	"MH0378_GL0171547"	352930000	194320000	19415000	25292000	0	0
"2090"	"MH0379_GL0115961;N038A_GL0116283;T2D-26A_GL0160527;MH0244_GL0054877;159551223-stool1_revised_scaffold48631_1_gene150520;MH0142_GL0099852;MH0008_GL0040011;MH0006_GL0201334;N020A_GL0042510;908612.HMPREF9720_2191;MH0364_GL0037559;T2D-11A_GL0073908;MH0266_GL0172371;MH0359_GL0152946;160765029-stool1_revised_scaffold21489_1_gene171846;MH0185_GL0013953;MH0066_GL0002721"	14006000	0	2730200	0	0	0
"2091"	"MH0379_GL0175772;MH0394_GL0024948;MH0266_GL0101972;MH0054_GL0020420;MH0056_GL0008488"	26303000	35806000	7740700	6436000	12618000	9938200
"2092"	"MH0381_GL0042081;O2.UC29-1_GL0164645;MH0414_GL0074339;MH0222_GL0040869"	98301000	142140000	36408000	36690000	28620000	42103000
"2093"	"T2D-113A_GL0127286;MH0381_GL0090870"	99114000	114460000	35828000	50658000	48607000	45383000
"2094"	"MH0381_GL0145718;158499257-stool1_revised_C1303791_1_gene22006;MH0411_GL0125334;BGI-33A_GL0053697;NOM023_GL0031666;MH0065_GL0009981;V1.UC57-0_GL0089990;MH0267_GL0117770;O2.UC31-1_GL0043935;158499257-stool1_revised_scaffold25093_1_gene101614;158499257-stool1_revised_C1444234_1_gene215443;MH0077_GL0068911;V1.UC41-0_GL0079717;V1.UC26-4_GL0190813;V1.CD38-0_GL0080542;T2D-73A_GL0008485;T2D-133A_GL0038768;NOF013_GL0080346;N087A_GL0024666;N085A_GL0029893;MH0407_GL0128157;MH0402_GL0086853;MH0333_GL0042398;MH0257_GL0171196;MH0238_GL0134062;MH0198_GL0082790;MH0181_GL0103869;MH0152_GL0000141;MH0143_GL0122989;MH0128_GL0026127;MH0101_GL0040517;MH0025_GL0070880;MH0020_GL0064628;MH0019_GL0038836;MH0013_GL0007786;MH0011_GL0075620;MH0004_GL0034112;MH0004_GL0033072;DOM022_GL0018186;DOM005_GL0008002;765094712-stool1_revised_scaffold5351_1_gene15352;764588959-stool1_revised_scaffold9848_1_gene119875;V1.UC40-0_GL0047773;MH0458_GL0022832;MH0367_GL0089838;MH0145_GL0138879;158337416-stool1_revised_scaffold14922_1_gene150228;MH0438_GL0138215;MH0369_GL0018218;MH0012_GL0124041;159632143-stool1_revised_scaffold45469_1_gene66347;T2D-59A_GL0115892;SZEY-103A_GL0024134;MH0410_GL0013184;MH0361_GL0001949;MH0267_GL0135114;MH0239_GL0005737;HT8A_GL0001944;V1.CD1-3-PN_GL0013721;MH0260_GL0132309;T2D-135A_GL0101895;NOF013_GL0058769;DOF013_GL0026071;O2.UC41-1_GL0105315;MH0059_GL0015459;BGI089A_GL0018262"	37182000	41655000	25643000	22386000	20713000	33847000
"2095"	"MH0381_GL0160306"	12516000	8572500	0	0	0	0
"2096"	"MH0381_GL0168686;T2D-105A_GL0027062;V1.CD3-0-PN_GL0027721;V1.CD32-0_GL0096075;T2D-102A_GL0042321;MH0355_GL0229824;MH0124_GL0025386"	475300000	229920000	506370000	701790000	636970000	403930000
"2097"	"MH0382_GL0022495"	9059500	0	0	0	0	0
"2098"	"MH0382_GL0144612;764143897-stool1_revised_scaffold24180_1_gene160122"	3375500	2153700	2519500	2891200	0	3144200
"2099"	"MH0382_GL0181420;MH0066_GL0039955;MH0054_GL0075274;160765029-stool1_revised_scaffold20574_1_gene123772;MH0192_GL0137411;V1.UC26-4_GL0114622;MH0008_GL0030335;MH0239_GL0100923;V1.UC47-4_GL0048058;158742018-stool1_revised_scaffold17216_1_gene48300;V1.FI04_GL0102260;V1.FI32_GL0136749;O2.CD3-0-PT_GL0059808;MH0431_GL0038344;MH0275_GL0138795;V1.FI07_GL0120250;MH0192_GL0120369;MH0012_GL0005083;MH0257_GL0001354;MH0196_GL0030505;SZEY-27A_GL0035868;706846339-stool1_revised_scaffold38655_1_gene132771;T2D-33A_GL0134203;SZEY-66A_GL0016379;V1.UC37-0_GL0035234;MH0377_GL0205402;MH0016_GL0005549;MH0243_GL0128587;V1.FI32_GL0229469;763496533-stool2_revised_C1088594_1_gene180800;DOM025_GL0019732;O2.UC48-1_GL0199319"	246310000	302250000	179390000	164490000	177590000	192310000
