"Protein.IDs"	"LFQ.intensity.KES1_well1"	"LFQ.intensity.KES2_well5"	"LFQ.intensity.KES3_well9"	"LFQ.intensity.PBS1_well2"	"LFQ.intensity.PBS2_well3"	"LFQ.intensity.PBS3_well4"
"31"	"158499257-stool1_revised_scaffold29039_1_gene123281;MH0308_GL0105158"	0	11751000	0	0	0	0
"32"	"763961826-stool1_revised_scaffold19267_1_gene11840;158499257-stool2_revised_scaffold37782_1_gene171722;MH0375_GL0039134;T2D-198A_GL0078313;160643649-stool1_revised_scaffold10342_1_gene63953;159632143-stool1_revised_scaffold46686_1_gene4210;MH0143_GL0069964;N044A_GL0031798;T2D-113A_GL0098140;N085A_GL0082721;MH0101_GL0074000;V1.CD6-4_GL0169893;MH0041_GL0041432;V1.UC41-0_GL0002168;MH0128_GL0075887;MH0181_GL0121016;NOF013_GL0065700;MH0378_GL0092986;NOF013_GL0027427;T2D-175A_GL0008783;MH0091_GL0094404;T2D-110A_GL0026637;V1.CD3-3-PN_GL0069304;MH0435_GL0173945;MH0281_GL0134119;MH0385_GL0052562;MH0385_GL0068727;MH0386_GL0191542;V1.CD6-0-PN_GL0161282;O2.UC12-1_GL0056182;MH0261_GL0032415;MH0421_GL0082287;O2.UC8-0_GL0109225;MH0243_GL0123472;159632143-stool1_revised_scaffold25945_1_gene133304;O2.UC30-1_GL0060683;MH0407_GL0072026;MH0265_GL0038927;MH0047_GL0010976;MH0402_GL0177947;MH0192_GL0034807;MH0130_GL0020728;MH0283_GL0006386;SZEY-101A_GL0073495;MH0243_GL0055464;O2.UC40-2_GL0059626;MH0401_GL0079248;O2.UC31-1_GL0124399;O2.UC2-1_GL0097711;O2.UC31-1_GL0081076;O2.UC1-2_GL0012850;MH0264_GL0048210;V1.UC26-4_GL0151941;MH0385_GL0011769;T2D-57A_GL0111838;NOM019_GL0076619;158458797-stool1_revised_scaffold34973_1_gene85118;MH0458_GL0066059;MH0398_GL0040833;MH0338_GL0132168;MH0118_GL0006694;553171.HMPREF0648_1475;V1.FI17_GL0211271;O2.CD2-0_GL0049825;159571453-stool1_revised_scaffold17964_1_gene48809;MH0189_GL0018377;MH0091_GL0106993;MH0430_GL0007050;MH0243_GL0130389;MH0187_GL0149687;MH0006_GL0135058;MH0394_GL0009144;MH0124_GL0026514;MH0005_GL0008042;MH0016_GL0040803;MH0012_GL0048087;V1.CD30-0_GL0069245;MH0154_GL0051981;V1.UC26-0_GL0052462;MH0357_GL0143608;O2.UC17-1_GL0101790;764588959-stool1_revised_scaffold9661_2_gene34588;MH0457_GL0283617;MH0428_GL0060068;MH0186_GL0015398;MH0328_GL0099580;158458797-stool1_revised_C1276226_1_gene80089;158499257-stool2_revised_scaffold49120_1_gene172156;O2.UC58-2_GL0004974;V1.FI17_GL0129935;MH0175_GL0068770;MH0298_GL0023029;MH0393_GL0011539"	102740000	143510000	108770000	112410000	101010000	138360000
"33"	"159227541-stool2_revised_scaffold28853_1_gene158518;158499257-stool2_revised_scaffold64844_1_gene5605"	0	0	0	0	0	5610100
"34"	"158499257-stool2_revised_scaffold70168_1_gene98096;T2D-11A_GL0159105;O2.UC58-2_GL0057578;MH0200_GL0047438;158458797-stool1_revised_C1261752_1_gene123118;MH0274_GL0135811;MH0083_GL0009772;MH0429_GL0143119;MH0097_GL0065947;ED16A_GL0117219;MH0189_GL0089400;MH0096_GL0116296;158458797-stool1_revised_scaffold20198_1_gene31158;158337416-stool2_revised_C929177_1_gene76916;O2.UC28-1_GL0033425;MH0175_GL0097083"	42161000	27095000	31463000	17453000	10100000	20118000
"35"	"DOM005_GL0001724;404239096-stool1_revised_scaffold19415_1_gene78819;T2D-118A_GL0050091;MH0192_GL0147051;MH0286_GL0056907;MH0048_GL0028802;V1.CD12-0_GL0018287;T2D-8A_GL0087898;MH0402_GL0085671;MH0417_GL0053587;MH0309_GL0022415;MH0110_GL0030556;MH0041_GL0071835;765560005-stool1_revised_scaffold23711_2_gene29856;160765029-stool1_revised_scaffold10922_2_gene85563;MH0189_GL0130159;MH0050_GL0063895;MH0002_GL0018282;158499257-stool2_revised_scaffold70489_1_gene132054;V1.CD3-3-PN_GL0068523;T2D-51A_GL0148811;T2D-22A_GL0108245;MH0274_GL0141784;MH0229_GL0019437;MH0067_GL0008206;MH0206_GL0074663;T2D-113A_GL0053418;MH0407_GL0065517;MH0333_GL0040842;T2D-48A_GL0002226;MH0198_GL0091928;MH0143_GL0048644;V1.CD38-0_GL0156955;MH0314_GL0049016;MH0267_GL0092017;MH0069_GL0004878;MH0440_GL0170634;V1.FI30_GL0095429;MH0401_GL0037943;MH0327_GL0060958;NOF011_GL0028575;V1.UC43-0_GL0045930;V1.UC18-0_GL0033286;MH0055_GL0066066;MH0046_GL0035489"	1876100	5971400	0	0	0	0
"36"	"158742018-stool1_revised_C697995_1_gene5403"	0	0	0	3779400	5577800	5271700
"37"	"MH0433_GL0105435;158742018-stool1_revised_scaffold16451_1_gene112556"	7985400	14333000	6091900	4905100	4995000	5057800
"38"	"N038A_GL0124198;T2D-22A_GL0132589;160400887-stool1_revised_scaffold8217_1_gene222031;158742018-stool1_revised_scaffold16789_1_gene25324;159247771-stool2_revised_scaffold6723_1_gene23816;158944319-stool2_revised_scaffold27758_1_gene44368;MH0175_GL0017618;MH0067_GL0040889;T2D-11A_GL0017916;160765029-stool1_revised_C1067516_1_gene45641;MH0266_GL0131541;MH0244_GL0089179;159551223-stool1_revised_scaffold7513_1_gene134150;MH0006_GL0173961;MH0377_GL0188227;MH0059_GL0014928"	11748000	20126000	13467000	12580000	13121000	13672000
"39"	"158742018-stool1_revised_scaffold17184_1_gene50964;NLF001_GL0047544"	841260000	1.203e+09	572630000	435400000	500660000	528850000
"40"	"158742018-stool1_revised_scaffold20634_1_gene46241;V1.UC1-0_GL0024676;MH0443_GL0001037;MH0020_GL0048905;MH0276_GL0050377;T2D-8A_GL0060237"	77631000	79100000	19102000	17178000	15653000	16028000
"41"	"158742018-stool1_revised_scaffold23459_1_gene121780"	11897000	0	0	0	0	0
"42"	"MH0402_GL0090863;MH0143_GL0144117;158742018-stool1_revised_scaffold5087_1_gene30969"	2254900	3560900	0	0	0	0
"43"	"158802708-stool1_revised_C1000807_1_gene117631;V1.CD44-4_GL0050639;MH0236_GL0011561"	22887000	24434000	8553700	7667900	9577300	7872700
"44"	"158802708-stool1_revised_C949585_1_gene43197;V1.UC41-0_GL0109438;T2D-135A_GL0099434;T2D-134A_GL0097751;MH0113_GL0018214;T2D-87A_GL0017216;O2.UC21-0_GL0002515"	22135000	24738000	14278000	9459900	9820100	11656000
"45"	"MH0447_GL0066066;158802708-stool1_revised_scaffold1647_1_gene18629;158944319-stool1_revised_scaffold20826_1_gene21976;MH0357_GL0164238"	0	0	0	0	0	0
"46"	"MH0405_GL0088484;158802708-stool1_revised_scaffold26150_1_gene120852;MH0413_GL0170972;MH0107_GL0070955;MH0120_GL0016819;T2D-135A_GL0030080;MH0411_GL0200617;MH0267_GL0082422;MH0180_GL0004468;MH0037_GL0001294;MH0013_GL0037180;159551223-stool1_revised_scaffold868_1_gene132718"	11315000	0	13112000	16323000	11859000	24172000
"47"	"158802708-stool1_revised_scaffold29030_1_gene30425;DOM012_GL0020477;MH0143_GL0076149;MH0415_GL0025736;V1.UC58-4_GL0102043"	24639000	23605000	17319000	13759000	14218000	18274000
"48"	"O2.UC44-2_GL0253936;MH0447_GL0184978;158802708-stool1_revised_scaffold31598_2_gene147594;763496533-stool2_revised_scaffold13669_1_gene79714;MH0120_GL0085475;V1.FI04_GL0054536;MH0336_GL0062907;MH0415_GL0139775;MH0229_GL0133184;MH0323_GL0149795;V1.CD12-3_GL0023274;MH0054_GL0032811;MH0305_GL0029969;160765029-stool1_revised_C967232_1_gene65057;MH0356_GL0095053;V1.FI26_GL0012159;764447348-stool2_revised_C742091_1_gene29164;MH0409_GL0188735;763678604-stool1_revised_scaffold27431_1_gene190115;158479027-stool1_revised_C722259_1_gene113583;MH0421_GL0112747;MH0421_GL0057565;MH0276_GL0007754;MH0366_GL0014004;MH0440_GL0083295;V1.UC17-2_GL0097067;MH0448_GL0126321;MH0318_GL0052010;MH0143_GL0067336;MH0436_GL0146159;MH0423_GL0054357;MH0272_GL0219750;MH0336_GL0138545;V1.FI36_GL0146337;MH0339_GL0004921;MH0409_GL0045922;T2D-108A_GL0005302;V1.UC33-0_GL0069277;MH0119_GL0110116;556268.OFAG_01958;556269.OFBG_01994"	36408000	33310000	0	14557000	15469000	16672000
"49"	"158802708-stool2_revised_C1057331_1_gene92551;MH0288_GL0054688;MH0143_GL0085753;V1.CD50-0_GL0122012;MH0035_GL0038983;MH0193_GL0022464;V1.UC47-4_GL0109186;O2.UC12-2_GL0004207;MH0450_GL0075830;MH0316_GL0035751;V1.UC50-1_GL0127218;MH0436_GL0091930;764588959-stool1_revised_scaffold25609_1_gene113355;V1.FI05_GL0031120;V1.CD54-0_GL0001994;V1.CD3-0-PN_GL0072894;T2D-31A_GL0021905;HT14A_GL0088076;MH0205_GL0072849;MH0011_GL0056232;MH0454_GL0046453;MH0180_GL0060865;DLM013_GL0000061;765701615-stool1_revised_C1262382_1_gene208918;MH0330_GL0127670;MH0113_GL0118956;159551223-stool1_revised_C969933_1_gene11345;MH0189_GL0070188;765701615-stool1_revised_scaffold10452_1_gene132467;MH0090_GL0002232;SZEY-81A_GL0015489;MH0440_GL0206260;MH0316_GL0127735;MH0293_GL0001471;MH0069_GL0072172;V1.CD55-0_GL0128435;O2.UC48-0_GL0012365;O2.UC21-2_GL0017857;MH0425_GL0143338;MH0262_GL0161072;MH0252_GL0241496;508703490-stool1_revised_scaffold23158_1_gene83342;MH0196_GL0037908;MH0434_GL0062514;O2.UC31-1_GL0175195;MH0429_GL0183739;MH0415_GL0080823;MH0253_GL0018793;MH0081_GL0044737;O2.UC28-1_GL0211904;O2.UC28-2_GL0209361;T2D-11A_GL0076445;V1.UC11-5_GL0109384;160502038-stool1_revised_scaffold3537_1_gene83668;V1.CD27-0_GL0059888;MH0445_GL0067534;MH0262_GL0010424;MH0329_GL0000733;V1.UC47-0_GL0023158;O2.UC48-0_GL0288816;DLM019_GL0024216;MH0222_GL0078522;MH0006_GL0034922;NOF007_GL0009054;O2.UC36-0_GL0134425;MH0339_GL0204670;N037A_GL0060745;ED50A_GL0076761;T2D-62A_GL0047030;MH0250_GL0194078;V1.CD22-0_GL0010487;O2.UC2-1_GL0117530;MH0143_GL0030056;HT14A_GL0103471;MH0336_GL0139766;MH0148_GL0004144;O2.UC7-1_GL0149498;MH0277_GL0008110;445971.ANASTE_01809;158479027-stool1_revised_C741599_1_gene59864;V1.FI20_GL0140806;V1.FI10_GL0123773;O2.UC8-0_GL0036269;MH0408_GL0077613;MH0357_GL0162893;V1.UC11-5_GL0119182;V1.FI26_GL0210129;V1.FI14_GL0219348;MH0358_GL0137410;MH0011_GL0031185;HT14A_GL0097530;T2D-11A_GL0064801;MH0430_GL0047283;MH0348_GL0055488;MH0203_GL0009275;MH0409_GL0119413;MH0349_GL0140030;T2D-34A_GL0098923;T2D-108A_GL0136764;764062976-stool2_revised_C1092465_1_gene23547;V1.FI18_GL0029494;O2.UC24-2_GL0013620;V1.UC58-4_GL0154427;MH0212_GL0087820;MH0453_GL0045304;MH0288_GL0042027;N083A_GL0003880;MH0375_GL0034230;765701615-stool1_revised_C1396438_1_gene204998;MH0081_GL0050955;MH0431_GL0067844;MH0188_GL0066822;764588959-stool1_revised_C831739_1_gene143139;MH0348_GL0136802;MH0199_GL0173277;V1.UC11-5_GL0074496;V1.FI20_GL0134893;V1.CD55-0_GL0050559;T2D-91A_GL0083969;V1.UC17-2_GL0011374;MH0239_GL0003961;765701615-stool1_revised_C1333530_1_gene24348;764447348-stool2_revised_C777929_1_gene130014;N052A_GL0023026;V1.CD31-0_GL0000830;763496533-stool2_revised_C1068718_1_gene11744;737052003-stool1_revised_scaffold10707_1_gene12265;V1.CD21-0_GL0000344;V1.FI28_GL0008105;T2D-148A_GL0006290;N083A_GL0085895;MH0370_GL0043314;O2.UC47-2_GL0088720;MH0340_GL0124150;V1.FI19_GL0171449;MH0433_GL0140443;MH0430_GL0062267;V1.UC58-4_GL0027729;MH0047_GL0024679;MH0393_GL0049938;MH0430_GL0108257;MH0006_GL0161674;MH0239_GL0118724"	5170300	6280500	13699000	11953000	13691000	11986000
"50"	"158802708-stool2_revised_C995962_1_gene166036;V1.FI01_GL0000772;MH0100_GL0007056;V1.FI24_GL0103963;MH0377_GL0129392;MH0010_GL0015766;MH0006_GL0057788;MH0385_GL0141071"	0	0	5670800	2913200	4349600	2570100
"51"	"765074482-stool1_revised_C1266158_1_gene155537;V1.UC55-0_GL0232162;MH0195_GL0078672;MH0100_GL0052394;764588959-stool1_revised_scaffold27252_1_gene60421;763577454-stool2_revised_C1017152_1_gene55373;O2.UC41-1_GL0177291;158944319-stool1_revised_scaffold5980_1_gene138765;MH0158_GL0075117;158802708-stool2_revised_scaffold23310_2_gene3455;N042A_GL0016154;V1.CD7-0_GL0057501;SZEY-81A_GL0046064;V1.CD25-0_GL0066327;O2.UC12-1_GL0109182"	5240600	5480300	1754200	0	2495700	2271300
"52"	"V1.FI18_GL0045476;V1.CD20-4_GL0164693;V1.CD3-0-PN_GL0074330;556261.HMPREF0240_02981;V1.CD7-4_GL0101307;T2D-31A_GL0046518;158924089-stool1_revised_C362574_1_gene63899"	0	5181800	30660000	43770000	32320000	26328000
"53"	"MH0041_GL0072229;158924089-stool1_revised_C362970_1_gene35067;V1.FI28_GL0009001"	227770000	245700000	88586000	70602000	82854000	84565000
"54"	"MH0402_GL0120108;T2D-118A_GL0054039;O2.UC24-2_GL0128337;V1.UC26-4_GL0061165;HT25A_GL0078659;MH0211_GL0132397;V1.UC12-4_GL0019769;158924089-stool1_revised_scaffold10499_1_gene25239;MH0004_GL0004683;T2D-52A_GL0053557;MH0011_GL0101315;MH0408_GL0264815;MH0203_GL0005108;MH0004_GL0015235;MH0143_GL0097472;V1.CD36-0_GL0133621;MH0388_GL0064671;765094712-stool2_revised_scaffold19297_1_gene16484;MH0150_GL0097809;MH0386_GL0164840;MH0187_GL0138060;MH0089_GL0050734;MH0238_GL0061207;MH0200_GL0095798;MH0121_GL0005331;MH0206_GL0202477;MH0095_GL0092968;MH0333_GL0128614;MH0244_GL0032845;V1.CD37-4_GL0092673;765094712-stool1_revised_scaffold3895_1_gene23327;MH0016_GL0008720;MH0101_GL0021003;T2D-48A_GL0050261;N085A_GL0022960;T2D-123A_GL0045933;DOM021_GL0025164;550534656-stool1_revised_scaffold5579_1_gene5936;764062976-stool2_revised_C1004255_1_gene44134;V1.CD32-0_GL0062629;159551223-stool2_revised_scaffold16673_1_gene53331;V1.UC17-2_GL0103860;O2.UC22-2_GL0130459;ED16A_GL0012251;MH0299_GL0011324;160218816-stool1_revised_scaffold41483_1_gene31603;O2.UC41-0_GL0020609;160421117-stool1_revised_scaffold7347_1_gene24787;MH0016_GL0046681;MH0180_GL0069985;764325968-stool2_revised_scaffold45878_1_gene94457;765094712-stool1_revised_scaffold3013_1_gene11966;MH0222_GL0018109;MH0198_GL0075501;T2D-105A_GL0100074;MH0302_GL0084476;MH0458_GL0029545;NOF010_GL0037285;159166850-stool1_revised_scaffold10449_1_gene10992;O2.UC7-0_GL0070180;T2D-109A_GL0087782;MH0267_GL0132334;MH0012_GL0047802;556259.BSGG_1710;DLM013_GL0054521;V1.FI03_GL0020163;MH0416_GL0208656;T2D-135A_GL0123508;T2D-139A_GL0068334;ED15A_GL0095616;T2D-133A_GL0022634;N087A_GL0066511;MH0361_GL0069457;MH0140_GL0137960;T2D-68A_GL0033655;809635352-stool1_revised_scaffold51167_1_gene150493;V1.CD38-0_GL0089946;MH0108_GL0032759;MH0239_GL0048360;764588959-stool1_revised_scaffold39258_1_gene116500;NOF005_GL0045914;T2D-77A_GL0016564;MH0381_GL0132478;HT14A_GL0040947;DOM005_GL0003477;765013792-stool1_revised_scaffold3665_1_gene24910;MH0297_GL0015290;O2.UC47-0_GL0049684;MH0133_GL0074909;V1.CD54-0_GL0035604"	6382700	10613000	0	0	0	0
"55"	"158944319-stool1_revised_scaffold14785_1_gene24141;159753524-stool2_revised_C608700_1_gene1463;O2.UC35-0_GL0155200;MH0143_GL0070795;V1.UC10-0_GL0051046;763901136-stool1_revised_C1072311_1_gene81192;O2.UC47-1_GL0186405;MH0229_GL0197692;MH0102_GL0057464;HT25A_GL0048430;763860675-stool1_revised_scaffold54505_1_gene36818;MH0281_GL0071366;SZEY-22A_GL0056566;MH0318_GL0045316;MH0101_GL0082359;O2.UC30-2_GL0123010;MH0262_GL0000338;MH0277_GL0020526;V1.UC11-0_GL0054150;MH0276_GL0141272;MH0422_GL0032481"	25354000	6182900	3447600	7163300	7299600	7889800
"56"	"V1.UC26-4_GL0123244;T2D-48A_GL0114666;N087A_GL0111662;N085A_GL0045042;N082A_GL0098618;MH0414_GL0112660;MH0381_GL0092049;MH0101_GL0025037;MH0016_GL0081532;MH0004_GL0031462;765094712-stool1_revised_scaffold5881_1_gene8087;MH0402_GL0176558;N064A_GL0117342;NLM005_GL0030949;158944319-stool2_revised_scaffold9282_2_gene15546;MH0427_GL0052879;NOF010_GL0061204;MH0314_GL0009245;MH0243_GL0039106;MH0200_GL0138798;MH0096_GL0019999;MH0057_GL0006854;MH0055_GL0045153;MH0047_GL0034901;MH0047_GL0003379;MH0014_GL0104058;MH0011_GL0071893;MH0011_GL0024738;553171.HMPREF0648_1388;V1.UC41-0_GL0002136;MH0407_GL0082165;MH0290_GL0072919;MH0281_GL0054071;MH0265_GL0043440;MH0198_GL0133291;MH0047_GL0028507;MH0006_GL0196432;MH0298_GL0138782;N009A_GL0099675;MH0097_GL0095752;MH0052_GL0029125;MH0417_GL0143499;MH0239_GL0101392;MH0458_GL0054652;MH0181_GL0091432;MH0298_GL0166856;MH0246_GL0133068;V1.FI12_GL0125477;MH0161_GL0155847;MH0264_GL0060818;MH0157_GL0103571;MH0152_GL0050586;V1.CD6-0-PN_GL0056365;MH0389_GL0168012;MH0314_GL0057721;MH0283_GL0042417;MH0059_GL0098505;MH0057_GL0007343;159632143-stool1_revised_C952511_1_gene1619;V1.CD52-0_GL0006890;O2.UC24-1_GL0131919;MH0435_GL0139334;MH0386_GL0195074;MH0261_GL0028670;MH0070_GL0007778;MH0069_GL0089886;MH0055_GL0055037;MH0055_GL0005596;MH0046_GL0010428;MH0005_GL0019448;159571453-stool1_revised_C723606_1_gene119664;T2D-15A_GL0115784;MH0398_GL0143742;MH0288_GL0166049;MH0222_GL0126162;MH0185_GL0098048;MH0175_GL0019399;MH0163_GL0047387;MH0057_GL0009935;MH0012_GL0081355;MH0006_GL0201722;MH0004_GL0030211;DLM014_GL0084686;O2.UC19-0_GL0024182;MH0351_GL0102921;MH0288_GL0002565;MH0192_GL0089176;MH0026_GL0061184;866771.HMPREF9296_1569;V1.UC22-1_GL0180264;MH0152_GL0074394;MH0276_GL0013375;575611.HMPREF0649_00793"	6687500	15758000	4e+06	4635500	4910000	3724300
"57"	"159005010-stool1_revised_C456705_1_gene46542;V1.UC7-0_GL0042921"	11635000	15341000	7560800	10297000	10466000	7938900
"58"	"159005010-stool1_revised_scaffold14615_1_gene13773;160178356-stool1_revised_scaffold423_1_gene20148"	6539600	5376500	2659100	3003000	2713300	1531300
"59"	"159005010-stool1_revised_scaffold8673_1_gene78187;MH0008_GL0006977;706846339-stool1_revised_scaffold32253_2_gene48634;MH0363_GL0067091;V1.UC26-0_GL0024323;MH0153_GL0055118;MH0377_GL0040983;MH0391_GL0082273;MH0142_GL0111877;MH0376_GL0113616;MH0147_GL0054618;MH0266_GL0159488;MH0192_GL0102930;MH0257_GL0096059;O2.UC13-1_GL0215760;T2D-133A_GL0047950;MH0411_GL0159741"	0	3141500	0	3162900	2729100	2759400
"60"	"159166850-stool1_revised_scaffold13048_1_gene64053"	0	0	2251400	448370	0	733520
"61"	"MH0016_GL0035467;159166850-stool1_revised_scaffold26981_2_gene95555;N087A_GL0014771"	7531500	9392000	3391100	4731100	4708500	0
"62"	"159207311-stool1_revised_scaffold39447_2_gene82616"	391090000	429720000	188440000	155690000	162610000	209520000
"63"	"159207311-stool1_revised_scaffold9282_4_gene181630"	0	14501000	0	0	0	0
"64"	"V1.CD36-0_GL0094259;HT8A_GL0015052;V1.FI06_GL0014797;159207311-stool2_revised_C1343889_1_gene22508;MH0309_GL0143019;V1.CD51-0_GL0124935"	5493700	0	0	0	0	0
"65"	"T2D-110A_GL0049300;T2D-26A_GL0174525;MH0101_GL0069295;MH0101_GL0031018;MH0092_GL0104054;MH0038_GL0032501;MH0011_GL0024179;V1.CD38-0_GL0045584;T2D-73A_GL0042195;T2D-48A_GL0036056;T2D-135A_GL0028675;T2D-135A_GL0015115;T2D-133A_GL0106172;NOF013_GL0068140;NOF010_GL0095934;N087A_GL0032526;N085A_GL0031196;MH0402_GL0131457;MH0381_GL0135823;MH0274_GL0116909;MH0267_GL0115453;MH0187_GL0149906;MH0110_GL0049756;MH0108_GL0079931;MH0094_GL0098145;MH0074_GL0022394;MH0068_GL0030425;MH0061_GL0018934;MH0054_GL0080481;MH0025_GL0085278;MH0020_GL0072707;MH0016_GL0030828;MH0013_GL0008691;MH0012_GL0199612;MH0012_GL0068531;MH0006_GL0016498;DOM005_GL0052828;765094712-stool1_revised_C396754_1_gene43116;764042746-stool1_revised_scaffold18324_1_gene40551;V1.CD3-3-PN_GL0042571;T2D-51A_GL0144225;O2.UC24-2_GL0018280;O2.UC1-1_GL0124067;MH0435_GL0007219;MH0407_GL0184753;MH0314_GL0053358;MH0309_GL0044696;MH0290_GL0154061;MH0281_GL0009335;MH0274_GL0029848;MH0265_GL0023672;MH0229_GL0197461;MH0198_GL0195514;MH0143_GL0111634;MH0140_GL0027253;MH0130_GL0011473;MH0107_GL0041343;MH0105_GL0037871;MH0098_GL0085454;MH0069_GL0064210;MH0057_GL0003592;MH0055_GL0057549;MH0020_GL0066304;MH0011_GL0087163;MH0004_GL0026296;MH0003_GL0095257;160765029-stool1_revised_scaffold15726_1_gene25404;159227541-stool1_revised_scaffold11708_1_gene7465;V1.CD4-0-PN_GL0113055;V1.CD15-3_GL0063560;MH0253_GL0070334;MH0006_GL0172124;675950834-stool1_revised_C800315_1_gene76761;MH0243_GL0000635;MH0024_GL0022769;MH0014_GL0048294;484018.BACPLE_01869;MH0438_GL0169303;MH0020_GL0052377;SZEY-97A_GL0041185;MH0141_GL0114050;MH0002_GL0030444;SZEY-59A_GL0030225;NOM023_GL0035599;159571453-stool1_revised_C654684_1_gene68910;DOF009_GL0063641;T2D-8A_GL0073419;DOM026_GL0004397;MH0037_GL0033258;MH0070_GL0042418;MH0055_GL0067421;NOF013_GL0030620;MH0260_GL0140042;MH0124_GL0035419"	5615400	13074000	4103200	3779000	4571700	3715500
"66"	"159227541-stool2_revised_C966178_1_gene106950"	48937000	76466000	26861000	22065000	28717000	22877000
"67"	"159247771-stool1_revised_scaffold17378_1_gene32400"	3050100	0	6207000	3964800	5453200	5654900
"68"	"MH0318_GL0174044;159247771-stool2_revised_C456287_1_gene50901;MH0318_GL0080187;V1.UC17-2_GL0085415"	0	0	3293500	0	6869100	3871500
"69"	"159268001-stool1_revised_C1009871_1_gene82230;MH0399_GL0235780;MH0006_GL0139654;V1.UC11-5_GL0071210;765074482-stool1_revised_C1277946_1_gene190475;159753524-stool2_revised_scaffold5460_1_gene22297;V1.FI18_GL0010899;MH0439_GL0072715;V1.UC58-4_GL0035874;O2.UC2-2_GL0053037;O2.UC19-2_GL0115317;MH0389_GL0157544;MH0382_GL0119960;MH0373_GL0098908;MH0309_GL0150934;MH0150_GL0134520;MH0066_GL0032400;763860675-stool1_revised_scaffold58333_1_gene183814;158944319-stool1_revised_scaffold29963_1_gene49976;MH0126_GL0036056;MH0110_GL0077978;O2.UC46-1_GL0096004;V1.CD20-4_GL0022321;MH0253_GL0210326"	113290000	16147000	17577000	30552000	31072000	8012100
"70"	"159268001-stool1_revised_C1045493_1_gene43745;MH0432_GL0167501;V1.CD6-0-PT_GL0237678;V1.FI28_GL0236165;V1.UC58-4_GL0129180;V1.FI14_GL0126277;MH0189_GL0062420"	34764000	29892000	9746300	8962900	10511000	11579000
"71"	"159268001-stool1_revised_C1098965_1_gene26574;MH0373_GL0042247"	903280	0	1269800	18627000	0	0
"72"	"159268001-stool1_revised_C1106135_1_gene4442;T2D-105A_GL0107136;N066A_GL0043930;MH0403_GL0102085;T2D-11A_GL0062086;MH0425_GL0093512;763496533-stool2_revised_scaffold36437_2_gene88703;160765029-stool1_revised_scaffold21187_1_gene84100;159551223-stool1_revised_scaffold29555_1_gene135141;N009A_GL0020910;MH0196_GL0232739;MH0247_GL0058813;MH0359_GL0010185;MH0113_GL0097571;T2D-8A_GL0028345;T2D-26A_GL0036361"	15377000	33505000	8573400	7523400	6147300	9272100
"73"	"159268001-stool1_revised_scaffold207_1_gene117000;MH0426_GL0050032"	221230000	394870000	433440000	403300000	437950000	455470000
"74"	"159268001-stool1_revised_scaffold27321_1_gene82732;V1.CD32-0_GL0012632;V1.CD8-0-PN_GL0085951;V1.CD19-0_GL0144152;O2.UC17-1_GL0085922;MH0203_GL0161380"	0	1742500	0	0	0	0
"75"	"V1.UC50-1_GL0042901;159268001-stool1_revised_scaffold45093_1_gene109809"	6781300	10712000	12999000	13961000	12705000	17137000
"76"	"159268001-stool2_revised_C750687_1_gene48174"	0	0	1980700	1909500	0	1402400
"77"	"159268001-stool2_revised_scaffold1608_1_gene43841;N074A_GL0052783;V1.UC56-0_GL0030937;MH0434_GL0180769;550534656-stool1_revised_C428236_1_gene28230;MH0456_GL0141215;MH0115_GL0089491;MH0250_GL0236086"	52804000	38168000	15501000	17105000	19071000	28099000
"78"	"159268001-stool2_revised_scaffold17156_1_gene14159"	26562000	14363000	0	0	0	0
"79"	"159268001-stool2_revised_scaffold32060_1_gene39861;HT25A_GL0105288;V1.FI06_GL0081299;O2.CD3-0-PT_GL0144106;T2D-123A_GL0050730"	58262000	90611000	0	0	0	0
"80"	"159268001-stool2_revised_scaffold33645_1_gene143773;MH0006_GL0212607;V1.UC14-0_GL0068175"	271540000	315680000	24851000	22680000	16120000	44835000
